config,cache_kb,trial,workload,mode,ticks,ms
no block-linking,64,0,countloop,jit-warm,4255000,4.2550
no block-linking,64,0,nqueens,interp,24316000,24.3160
no block-linking,64,0,nqueens,jit-on,3732000,3.7320
no block-linking,64,0,nqueens,jit-warm,3056000,3.0560
no block-linking,64,1,arith,interp,27762000,27.7620
no block-linking,64,1,arith,jit-on,2014000,2.0140
no block-linking,64,1,arith,jit-warm,1562000,1.5620
no block-linking,64,1,memmix,interp,23553000,23.5530
no block-linking,64,1,memmix,jit-on,4176000,4.1760
no block-linking,64,1,memmix,jit-warm,3557000,3.5570
no block-linking,64,1,calltree,interp,24319000,24.3190
no block-linking,64,1,calltree,jit-on,5209000,5.2090
no block-linking,64,1,calltree,jit-warm,4730000,4.7300
no block-linking,64,1,countloop,interp,28774000,28.7740
no block-linking,64,1,countloop,jit-on,4727000,4.7270
no block-linking,64,1,countloop,jit-warm,4464000,4.4640
no block-linking,64,1,nqueens,interp,24235000,24.2350
no block-linking,64,1,nqueens,jit-on,3798000,3.7980
no block-linking,64,1,nqueens,jit-warm,3176000,3.1760
no block-linking,96,0,arith,interp,27063000,27.0630
no block-linking,96,0,arith,jit-on,1996000,1.9960
no block-linking,96,0,arith,jit-warm,1545000,1.5450
no block-linking,96,0,memmix,interp,23026000,23.0260
no block-linking,96,0,memmix,jit-on,4016000,4.0160
no block-linking,96,0,memmix,jit-warm,3446000,3.4460
no block-linking,96,0,calltree,interp,23969000,23.9690
no block-linking,96,0,calltree,jit-on,5141000,5.1410
no block-linking,96,0,calltree,jit-warm,4594000,4.5940
no block-linking,96,0,countloop,interp,26733000,26.7330
no block-linking,96,0,countloop,jit-on,4626000,4.6260
no block-linking,96,0,countloop,jit-warm,4272000,4.2720
no block-linking,96,0,nqueens,interp,23578000,23.5780
no block-linking,96,0,nqueens,jit-on,3782000,3.7820
no block-linking,96,0,nqueens,jit-warm,3165000,3.1650
no block-linking,96,1,arith,interp,27057000,27.0570
no block-linking,96,1,arith,jit-on,2022000,2.0220
no block-linking,96,1,arith,jit-warm,1502000,1.5020
no block-linking,96,1,memmix,interp,23506000,23.5060
no block-linking,96,1,memmix,jit-on,4036000,4.0360
no block-linking,96,1,memmix,jit-warm,3437000,3.4370
no block-linking,96,1,calltree,interp,24533000,24.5330
no block-linking,96,1,calltree,jit-on,5184000,5.1840
no block-linking,96,1,calltree,jit-warm,4641000,4.6410
no block-linking,96,1,countloop,interp,27237000,27.2370
no block-linking,96,1,countloop,jit-on,4709000,4.7090
no block-linking,96,1,countloop,jit-warm,4148000,4.1480
no block-linking,96,1,nqueens,interp,23919000,23.9190
no block-linking,96,1,nqueens,jit-on,3787000,3.7870
no block-linking,96,1,nqueens,jit-warm,3110000,3.1100
no block-linking,128,0,arith,interp,27477000,27.4770
no block-linking,128,0,arith,jit-on,2007000,2.0070
no block-linking,128,0,arith,jit-warm,1517000,1.5170
no block-linking,128,0,memmix,interp,23527000,23.5270
no block-linking,128,0,memmix,jit-on,4094000,4.0940
no block-linking,128,0,memmix,jit-warm,3571000,3.5710
no block-linking,128,0,calltree,interp,24436000,24.4360
no block-linking,128,0,calltree,jit-on,5195000,5.1950
no block-linking,128,0,calltree,jit-warm,4809000,4.8090
no block-linking,128,0,countloop,interp,28034000,28.0340
no block-linking,128,0,countloop,jit-on,4802000,4.8020
no block-linking,128,0,countloop,jit-warm,4290000,4.2900
no block-linking,128,0,nqueens,interp,24093000,24.0930
no block-linking,128,0,nqueens,jit-on,3838000,3.8380
no block-linking,128,0,nqueens,jit-warm,3154000,3.1540
no block-linking,128,1,arith,interp,27002000,27.0020
no block-linking,128,1,arith,jit-on,2032000,2.0320
no block-linking,128,1,arith,jit-warm,1527000,1.5270
no block-linking,128,1,memmix,interp,22941000,22.9410
no block-linking,128,1,memmix,jit-on,3963000,3.9630
no block-linking,128,1,memmix,jit-warm,3448000,3.4480
no block-linking,128,1,calltree,interp,23657000,23.6570
no block-linking,128,1,calltree,jit-on,5096000,5.0960
no block-linking,128,1,calltree,jit-warm,4610000,4.6100
no block-linking,128,1,countloop,interp,27250000,27.2500
no block-linking,128,1,countloop,jit-on,4708000,4.7080
no block-linking,128,1,countloop,jit-warm,4306000,4.3060
no block-linking,128,1,nqueens,interp,23827000,23.8270
no block-linking,128,1,nqueens,jit-on,3789000,3.7890
no block-linking,128,1,nqueens,jit-warm,3075000,3.0750
no block-linking,192,0,arith,interp,27385000,27.3850
no block-linking,192,0,arith,jit-on,2068000,2.0680
no block-linking,192,0,arith,jit-warm,1555000,1.5550
no block-linking,192,0,memmix,interp,23059000,23.0590
no block-linking,192,0,memmix,jit-on,4000000,4.0000
no block-linking,192,0,memmix,jit-warm,3446000,3.4460
no block-linking,192,0,calltree,interp,23935000,23.9350
no block-linking,192,0,calltree,jit-on,5191000,5.1910
no block-linking,192,0,calltree,jit-warm,4771000,4.7710
no block-linking,192,0,countloop,interp,27353000,27.3530
no block-linking,192,0,countloop,jit-on,4657000,4.6570
no block-linking,192,0,countloop,jit-warm,4254000,4.2540
no block-linking,192,0,nqueens,interp,24144000,24.1440
no block-linking,192,0,nqueens,jit-on,3748000,3.7480
no block-linking,192,0,nqueens,jit-warm,3084000,3.0840
no block-linking,192,1,arith,interp,28292000,28.2920
no block-linking,192,1,arith,jit-on,2055000,2.0550
no block-linking,192,1,arith,jit-warm,1624000,1.6240
no block-linking,192,1,memmix,interp,23218000,23.2180
no block-linking,192,1,memmix,jit-on,4147000,4.1470
no block-linking,192,1,memmix,jit-warm,3505000,3.5050
no block-linking,192,1,calltree,interp,25495000,25.4950
no block-linking,192,1,calltree,jit-on,5462000,5.4620
no block-linking,192,1,calltree,jit-warm,4958000,4.9580
no block-linking,192,1,countloop,interp,28139000,28.1390
no block-linking,192,1,countloop,jit-on,4897000,4.8970
no block-linking,192,1,countloop,jit-warm,4275000,4.2750
no block-linking,192,1,nqueens,interp,24266000,24.2660
no block-linking,192,1,nqueens,jit-on,3990000,3.9900
no block-linking,192,1,nqueens,jit-warm,3259000,3.2590
no block-linking,256,0,arith,interp,27438000,27.4380
no block-linking,256,0,arith,jit-on,2058000,2.0580
no block-linking,256,0,arith,jit-warm,1557000,1.5570
no block-linking,256,0,memmix,interp,23519000,23.5190
no block-linking,256,0,memmix,jit-on,4139000,4.1390
no block-linking,256,0,memmix,jit-warm,3535000,3.5350
no block-linking,256,0,calltree,interp,25182000,25.1820
no block-linking,256,0,calltree,jit-on,5247000,5.2470
no block-linking,256,0,calltree,jit-warm,4709000,4.7090
no block-linking,256,0,countloop,interp,28087000,28.0870
no block-linking,256,0,countloop,jit-on,4659000,4.6590
no block-linking,256,0,countloop,jit-warm,4236000,4.2360
no block-linking,256,0,nqueens,interp,23867000,23.8670
no block-linking,256,0,nqueens,jit-on,3781000,3.7810
no block-linking,256,0,nqueens,jit-warm,3064000,3.0640
no block-linking,256,1,arith,interp,27478000,27.4780
no block-linking,256,1,arith,jit-on,1982000,1.9820
no block-linking,256,1,arith,jit-warm,1583000,1.5830
no block-linking,256,1,memmix,interp,23303000,23.3030
no block-linking,256,1,memmix,jit-on,4034000,4.0340
no block-linking,256,1,memmix,jit-warm,3580000,3.5800
no block-linking,256,1,calltree,interp,25197000,25.1970
no block-linking,256,1,calltree,jit-on,5079000,5.0790
no block-linking,256,1,calltree,jit-warm,4671000,4.6710
no block-linking,256,1,countloop,interp,28429000,28.4290
no block-linking,256,1,countloop,jit-on,4710000,4.7100
no block-linking,256,1,countloop,jit-warm,4231000,4.2310
no block-linking,256,1,nqueens,interp,23966000,23.9660
no block-linking,256,1,nqueens,jit-on,3965000,3.9650
no block-linking,256,1,nqueens,jit-warm,3277000,3.2770
no inline arith,0.5,0,arith,interp,21820000,21.8200
no inline arith,0.5,0,arith,jit-on,8076000,8.0760
no inline arith,0.5,0,memmix,interp,19340000,19.3400
no inline arith,0.5,0,memmix,jit-on,5170000,5.1700
no inline arith,0.5,0,calltree,interp,20160000,20.1600
no inline arith,0.5,0,calltree,jit-on,7759000,7.7590
no inline arith,0.5,0,countloop,interp,22916000,22.9160
no inline arith,0.5,0,countloop,jit-on,6183000,6.1830
no inline arith,0.5,0,nqueens,interp,19030000,19.0300
no inline arith,0.5,0,nqueens,jit-on,687522000,687.5220
no inline arith,0.5,1,arith,interp,22023000,22.0230
no inline arith,0.5,1,arith,jit-on,7934000,7.9340
no inline arith,0.5,1,memmix,interp,19297000,19.2970
no inline arith,0.5,1,memmix,jit-on,5057000,5.0570
no inline arith,0.5,1,calltree,interp,20268000,20.2680
no inline arith,0.5,1,calltree,jit-on,7856000,7.8560
no inline arith,0.5,1,countloop,interp,23106000,23.1060
no inline arith,0.5,1,countloop,jit-on,6183000,6.1830
no inline arith,0.5,1,nqueens,interp,19204000,19.2040
no inline arith,0.5,1,nqueens,jit-on,680681000,680.6810
no inline arith,1,0,arith,interp,21950000,21.9500
no inline arith,1,0,arith,jit-on,7944000,7.9440
no inline arith,1,0,arith,jit-warm,7476000,7.4760
no inline arith,1,0,memmix,interp,19117000,19.1170
no inline arith,1,0,memmix,jit-on,5011000,5.0110
no inline arith,1,0,memmix,jit-warm,4383000,4.3830
no inline arith,1,0,calltree,interp,19575000,19.5750
no inline arith,1,0,calltree,jit-on,7513000,7.5130
no inline arith,1,0,calltree,jit-warm,6955000,6.9550
no inline arith,1,0,countloop,interp,21825000,21.8250
no inline arith,1,0,countloop,jit-on,6868000,6.8680
no inline arith,1,0,countloop,jit-warm,6439000,6.4390
no inline arith,1,0,nqueens,interp,18867000,18.8670
no inline arith,1,0,nqueens,jit-on,649256000,649.2560
no inline arith,1,1,arith,interp,21768000,21.7680
no inline arith,1,1,arith,jit-on,7993000,7.9930
no inline arith,1,1,arith,jit-warm,7426000,7.4260
no inline arith,1,1,memmix,interp,19233000,19.2330
no inline arith,1,1,memmix,jit-on,4916000,4.9160
no inline arith,1,1,memmix,jit-warm,4360000,4.3600
no inline arith,1,1,calltree,interp,19247000,19.2470
no inline arith,1,1,calltree,jit-on,7596000,7.5960
no inline arith,1,1,calltree,jit-warm,7089000,7.0890
no inline arith,1,1,countloop,interp,22481000,22.4810
no inline arith,1,1,countloop,jit-on,6807000,6.8070
no inline arith,1,1,countloop,jit-warm,6471000,6.4710
no inline arith,1,1,nqueens,interp,18348000,18.3480
no inline arith,1,1,nqueens,jit-on,662490000,662.4900
no inline arith,2,0,arith,interp,21693000,21.6930
no inline arith,2,0,arith,jit-on,7906000,7.9060
no inline arith,2,0,arith,jit-warm,7443000,7.4430
no inline arith,2,0,memmix,interp,19173000,19.1730
no inline arith,2,0,memmix,jit-on,4859000,4.8590
no inline arith,2,0,memmix,jit-warm,4330000,4.3300
no inline arith,2,0,calltree,interp,19327000,19.3270
no inline arith,2,0,calltree,jit-on,7518000,7.5180
no inline arith,2,0,calltree,jit-warm,7123000,7.1230
no inline arith,2,0,countloop,interp,22077000,22.0770
no inline arith,2,0,countloop,jit-on,6761000,6.7610
no inline arith,2,0,countloop,jit-warm,6161000,6.1610
no inline arith,2,0,nqueens,interp,18399000,18.3990
no inline arith,2,0,nqueens,jit-on,4357000,4.3570
no inline arith,2,0,nqueens,jit-warm,3385000,3.3850
no inline arith,2,1,arith,interp,21921000,21.9210
no inline arith,2,1,arith,jit-on,8173000,8.1730
no inline arith,2,1,arith,jit-warm,7698000,7.6980
no inline arith,2,1,memmix,interp,19441000,19.4410
no inline arith,2,1,memmix,jit-on,5085000,5.0850
no inline arith,2,1,memmix,jit-warm,4574000,4.5740
no inline arith,2,1,calltree,interp,20072000,20.0720
no inline arith,2,1,calltree,jit-on,7982000,7.9820
no inline arith,2,1,calltree,jit-warm,7294000,7.2940
no inline arith,2,1,countloop,interp,23273000,23.2730
no inline arith,2,1,countloop,jit-on,7079000,7.0790
no inline arith,2,1,countloop,jit-warm,6665000,6.6650
no inline arith,2,1,nqueens,interp,18681000,18.6810
no inline arith,2,1,nqueens,jit-on,4474000,4.4740
no inline arith,2,1,nqueens,jit-warm,3605000,3.6050
no inline arith,4,0,arith,interp,21733000,21.7330
no inline arith,4,0,arith,jit-on,7933000,7.9330
no inline arith,4,0,arith,jit-warm,7316000,7.3160
no inline arith,4,0,memmix,interp,18522000,18.5220
no inline arith,4,0,memmix,jit-on,4958000,4.9580
no inline arith,4,0,memmix,jit-warm,4403000,4.4030
no inline arith,4,0,calltree,interp,19225000,19.2250
no inline arith,4,0,calltree,jit-on,7481000,7.4810
no inline arith,4,0,calltree,jit-warm,7053000,7.0530
no inline arith,4,0,countloop,interp,21819000,21.8190
no inline arith,4,0,countloop,jit-on,6708000,6.7080
no inline arith,4,0,countloop,jit-warm,6384000,6.3840
no inline arith,4,0,nqueens,interp,18277000,18.2770
no inline arith,4,0,nqueens,jit-on,4327000,4.3270
no inline arith,4,0,nqueens,jit-warm,3427000,3.4270
no inline arith,4,1,arith,interp,22648000,22.6480
no inline arith,4,1,arith,jit-on,8462000,8.4620
no inline arith,4,1,arith,jit-warm,7565000,7.5650
no inline arith,4,1,memmix,interp,19445000,19.4450
no inline arith,4,1,memmix,jit-on,4951000,4.9510
no inline arith,4,1,memmix,jit-warm,4407000,4.4070
no inline arith,4,1,calltree,interp,18819000,18.8190
no inline arith,4,1,calltree,jit-on,7501000,7.5010
no inline arith,4,1,calltree,jit-warm,7047000,7.0470
no inline arith,4,1,countloop,interp,22069000,22.0690
no inline arith,4,1,countloop,jit-on,6787000,6.7870
no inline arith,4,1,countloop,jit-warm,6352000,6.3520
no inline arith,4,1,nqueens,interp,18379000,18.3790
no inline arith,4,1,nqueens,jit-on,4362000,4.3620
no inline arith,4,1,nqueens,jit-warm,3403000,3.4030
no inline arith,8,0,arith,interp,21967000,21.9670
no inline arith,8,0,arith,jit-on,8158000,8.1580
no inline arith,8,0,arith,jit-warm,7708000,7.7080
no inline arith,8,0,memmix,interp,18423000,18.4230
no inline arith,8,0,memmix,jit-on,5095000,5.0950
no inline arith,8,0,memmix,jit-warm,4549000,4.5490
no inline arith,8,0,calltree,interp,19883000,19.8830
no inline arith,8,0,calltree,jit-on,7789000,7.7890
no inline arith,8,0,calltree,jit-warm,7267000,7.2670
no inline arith,8,0,countloop,interp,22975000,22.9750
no inline arith,8,0,countloop,jit-on,6947000,6.9470
no inline arith,8,0,countloop,jit-warm,6538000,6.5380
no inline arith,8,0,nqueens,interp,18498000,18.4980
no inline arith,8,0,nqueens,jit-on,4428000,4.4280
no inline arith,8,0,nqueens,jit-warm,3531000,3.5310
no inline arith,8,1,arith,interp,21931000,21.9310
no inline arith,8,1,arith,jit-on,8174000,8.1740
no inline arith,8,1,arith,jit-warm,7664000,7.6640
no inline arith,8,1,memmix,interp,18738000,18.7380
no inline arith,8,1,memmix,jit-on,5066000,5.0660
no inline arith,8,1,memmix,jit-warm,4485000,4.4850
no inline arith,8,1,calltree,interp,19987000,19.9870
no inline arith,8,1,calltree,jit-on,7757000,7.7570
no inline arith,8,1,calltree,jit-warm,7263000,7.2630
no inline arith,8,1,countloop,interp,22887000,22.8870
no inline arith,8,1,countloop,jit-on,6865000,6.8650
no inline arith,8,1,countloop,jit-warm,6382000,6.3820
no inline arith,8,1,nqueens,interp,18734000,18.7340
no inline arith,8,1,nqueens,jit-on,4448000,4.4480
no inline arith,8,1,nqueens,jit-warm,3581000,3.5810
no inline arith,16,0,arith,interp,22348000,22.3480
no inline arith,16,0,arith,jit-on,8148000,8.1480
no inline arith,16,0,arith,jit-warm,7629000,7.6290
no inline arith,16,0,memmix,interp,19643000,19.6430
no inline arith,16,0,memmix,jit-on,5109000,5.1090
no inline arith,16,0,memmix,jit-warm,4600000,4.6000
no inline arith,16,0,calltree,interp,19649000,19.6490
no inline arith,16,0,calltree,jit-on,7914000,7.9140
no inline arith,16,0,calltree,jit-warm,7392000,7.3920
no inline arith,16,0,countloop,interp,22821000,22.8210
no inline arith,16,0,countloop,jit-on,7062000,7.0620
no inline arith,16,0,countloop,jit-warm,6612000,6.6120
no inline arith,16,0,nqueens,interp,19107000,19.1070
no inline arith,16,0,nqueens,jit-on,4436000,4.4360
no inline arith,16,0,nqueens,jit-warm,3634000,3.6340
no inline arith,16,1,arith,interp,21845000,21.8450
no inline arith,16,1,arith,jit-on,7974000,7.9740
no inline arith,16,1,arith,jit-warm,7435000,7.4350
no inline arith,16,1,memmix,interp,18829000,18.8290
no inline arith,16,1,memmix,jit-on,4877000,4.8770
no inline arith,16,1,memmix,jit-warm,4332000,4.3320
no inline arith,16,1,calltree,interp,18969000,18.9690
no inline arith,16,1,calltree,jit-on,7551000,7.5510
no inline arith,16,1,calltree,jit-warm,7160000,7.1600
no inline arith,16,1,countloop,interp,21871000,21.8710
no inline arith,16,1,countloop,jit-on,6702000,6.7020
no inline arith,16,1,countloop,jit-warm,6217000,6.2170
no inline arith,16,1,nqueens,interp,18418000,18.4180
no inline arith,16,1,nqueens,jit-on,4274000,4.2740
no inline arith,16,1,nqueens,jit-warm,3407000,3.4070
no inline arith,32,0,arith,interp,21475000,21.4750
no inline arith,32,0,arith,jit-on,8232000,8.2320
no inline arith,32,0,arith,jit-warm,7770000,7.7700
no inline arith,32,0,memmix,interp,18666000,18.6660
no inline arith,32,0,memmix,jit-on,5174000,5.1740
no inline arith,32,0,memmix,jit-warm,4584000,4.5840
no inline arith,32,0,calltree,interp,19770000,19.7700
no inline arith,32,0,calltree,jit-on,7815000,7.8150
no inline arith,32,0,calltree,jit-warm,7369000,7.3690
no inline arith,32,0,countloop,interp,23133000,23.1330
no inline arith,32,0,countloop,jit-on,7016000,7.0160
no inline arith,32,0,countloop,jit-warm,6576000,6.5760
no inline arith,32,0,nqueens,interp,18789000,18.7890
no inline arith,32,0,nqueens,jit-on,4599000,4.5990
no inline arith,32,0,nqueens,jit-warm,3652000,3.6520
no inline arith,32,1,arith,interp,21940000,21.9400
no inline arith,32,1,arith,jit-on,8199000,8.1990
no inline arith,32,1,arith,jit-warm,7809000,7.8090
no inline arith,32,1,memmix,interp,19127000,19.1270
no inline arith,32,1,memmix,jit-on,5111000,5.1110
no inline arith,32,1,memmix,jit-warm,4481000,4.4810
no inline arith,32,1,calltree,interp,19939000,19.9390
no inline arith,32,1,calltree,jit-on,7739000,7.7390
no inline arith,32,1,calltree,jit-warm,7367000,7.3670
no inline arith,32,1,countloop,interp,22858000,22.8580
no inline arith,32,1,countloop,jit-on,7009000,7.0090
no inline arith,32,1,countloop,jit-warm,6555000,6.5550
no inline arith,32,1,nqueens,interp,18618000,18.6180
no inline arith,32,1,nqueens,jit-on,4411000,4.4110
no inline arith,32,1,nqueens,jit-warm,3544000,3.5440
no inline arith,64,0,arith,interp,21804000,21.8040
no inline arith,64,0,arith,jit-on,7899000,7.8990
no inline arith,64,0,arith,jit-warm,7353000,7.3530
no inline arith,64,0,memmix,interp,18007000,18.0070
no inline arith,64,0,memmix,jit-on,4847000,4.8470
no inline arith,64,0,memmix,jit-warm,4367000,4.3670
no inline arith,64,0,calltree,interp,18949000,18.9490
no inline arith,64,0,calltree,jit-on,7359000,7.3590
no inline arith,64,0,calltree,jit-warm,6926000,6.9260
no inline arith,64,0,countloop,interp,21563000,21.5630
no inline arith,64,0,countloop,jit-on,6542000,6.5420
no inline arith,64,0,countloop,jit-warm,6252000,6.2520
no inline arith,64,0,nqueens,interp,18381000,18.3810
no inline arith,64,0,nqueens,jit-on,4276000,4.2760
no inline arith,64,0,nqueens,jit-warm,3403000,3.4030
no inline arith,64,1,arith,interp,21876000,21.8760
no inline arith,64,1,arith,jit-on,8048000,8.0480
no inline arith,64,1,arith,jit-warm,7394000,7.3940
no inline arith,64,1,memmix,interp,17910000,17.9100
no inline arith,64,1,memmix,jit-on,4948000,4.9480
no inline arith,64,1,memmix,jit-warm,4363000,4.3630
no inline arith,64,1,calltree,interp,19681000,19.6810
no inline arith,64,1,calltree,jit-on,7510000,7.5100
no inline arith,64,1,calltree,jit-warm,7051000,7.0510
no inline arith,64,1,countloop,interp,22101000,22.1010
no inline arith,64,1,countloop,jit-on,6686000,6.6860
no inline arith,64,1,countloop,jit-warm,6287000,6.2870
no inline arith,64,1,nqueens,interp,18452000,18.4520
no inline arith,64,1,nqueens,jit-on,4384000,4.3840
no inline arith,64,1,nqueens,jit-warm,3424000,3.4240
no inline arith,96,0,arith,interp,21965000,21.9650
no inline arith,96,0,arith,jit-on,8106000,8.1060
no inline arith,96,0,arith,jit-warm,7573000,7.5730
no inline arith,96,0,memmix,interp,19102000,19.1020
no inline arith,96,0,memmix,jit-on,5071000,5.0710
no inline arith,96,0,memmix,jit-warm,4597000,4.5970
no inline arith,96,0,calltree,interp,19722000,19.7220
no inline arith,96,0,calltree,jit-on,7722000,7.7220
no inline arith,96,0,calltree,jit-warm,7197000,7.1970
no inline arith,96,0,countloop,interp,22878000,22.8780
no inline arith,96,0,countloop,jit-on,6945000,6.9450
no inline arith,96,0,countloop,jit-warm,6599000,6.5990
no inline arith,96,0,nqueens,interp,18879000,18.8790
no inline arith,96,0,nqueens,jit-on,4504000,4.5040
no inline arith,96,0,nqueens,jit-warm,3593000,3.5930
no inline arith,96,1,arith,interp,21865000,21.8650
no inline arith,96,1,arith,jit-on,7998000,7.9980
no inline arith,96,1,arith,jit-warm,7420000,7.4200
no inline arith,96,1,memmix,interp,18739000,18.7390
no inline arith,96,1,memmix,jit-on,4843000,4.8430
no inline arith,96,1,memmix,jit-warm,4393000,4.3930
no inline arith,96,1,calltree,interp,19138000,19.1380
no inline arith,96,1,calltree,jit-on,7481000,7.4810
no inline arith,96,1,calltree,jit-warm,7039000,7.0390
no inline arith,96,1,countloop,interp,21935000,21.9350
no inline arith,96,1,countloop,jit-on,6736000,6.7360
no inline arith,96,1,countloop,jit-warm,6496000,6.4960
no inline arith,96,1,nqueens,interp,18202000,18.2020
no inline arith,96,1,nqueens,jit-on,4325000,4.3250
no inline arith,96,1,nqueens,jit-warm,3404000,3.4040
no inline arith,128,0,arith,interp,21787000,21.7870
no inline arith,128,0,arith,jit-on,8052000,8.0520
no inline arith,128,0,arith,jit-warm,7547000,7.5470
no inline arith,128,0,memmix,interp,19152000,19.1520
no inline arith,128,0,memmix,jit-on,4895000,4.8950
no inline arith,128,0,memmix,jit-warm,4451000,4.4510
no inline arith,128,0,calltree,interp,19217000,19.2170
no inline arith,128,0,calltree,jit-on,7808000,7.8080
no inline arith,128,0,calltree,jit-warm,7264000,7.2640
no inline arith,128,0,countloop,interp,22638000,22.6380
no inline arith,128,0,countloop,jit-on,6913000,6.9130
no inline arith,128,0,countloop,jit-warm,6436000,6.4360
no inline arith,128,0,nqueens,interp,18327000,18.3270
no inline arith,128,0,nqueens,jit-on,4343000,4.3430
no inline arith,128,0,nqueens,jit-warm,3469000,3.4690
no inline arith,128,1,arith,interp,22108000,22.1080
no inline arith,128,1,arith,jit-on,8037000,8.0370
no inline arith,128,1,arith,jit-warm,7493000,7.4930
no inline arith,128,1,memmix,interp,19387000,19.3870
no inline arith,128,1,memmix,jit-on,5032000,5.0320
no inline arith,128,1,memmix,jit-warm,4497000,4.4970
no inline arith,128,1,calltree,interp,19216000,19.2160
no inline arith,128,1,calltree,jit-on,7547000,7.5470
no inline arith,128,1,calltree,jit-warm,7103000,7.1030
no inline arith,128,1,countloop,interp,22301000,22.3010
no inline arith,128,1,countloop,jit-on,6801000,6.8010
no inline arith,128,1,countloop,jit-warm,6491000,6.4910
no inline arith,128,1,nqueens,interp,18639000,18.6390
no inline arith,128,1,nqueens,jit-on,4468000,4.4680
no inline arith,128,1,nqueens,jit-warm,3506000,3.5060
no inline arith,192,0,arith,interp,22179000,22.1790
no inline arith,192,0,arith,jit-on,8244000,8.2440
no inline arith,192,0,arith,jit-warm,7668000,7.6680
no inline arith,192,0,memmix,interp,19120000,19.1200
no inline arith,192,0,memmix,jit-on,5104000,5.1040
no inline arith,192,0,memmix,jit-warm,4605000,4.6050
no inline arith,192,0,calltree,interp,19950000,19.9500
no inline arith,192,0,calltree,jit-on,7780000,7.7800
no inline arith,192,0,calltree,jit-warm,7309000,7.3090
no inline arith,192,0,countloop,interp,23046000,23.0460
no inline arith,192,0,countloop,jit-on,6910000,6.9100
no inline arith,192,0,countloop,jit-warm,6516000,6.5160
no inline arith,192,0,nqueens,interp,19094000,19.0940
no inline arith,192,0,nqueens,jit-on,4419000,4.4190
no inline arith,192,0,nqueens,jit-warm,3566000,3.5660
no inline arith,192,1,arith,interp,21894000,21.8940
no inline arith,192,1,arith,jit-on,8308000,8.3080
no inline arith,192,1,arith,jit-warm,7595000,7.5950
no inline arith,192,1,memmix,interp,19751000,19.7510
no inline arith,192,1,memmix,jit-on,5033000,5.0330
no inline arith,192,1,memmix,jit-warm,4515000,4.5150
no inline arith,192,1,calltree,interp,20411000,20.4110
no inline arith,192,1,calltree,jit-on,7778000,7.7780
no inline arith,192,1,calltree,jit-warm,7399000,7.3990
no inline arith,192,1,countloop,interp,23561000,23.5610
no inline arith,192,1,countloop,jit-on,7034000,7.0340
no inline arith,192,1,countloop,jit-warm,6599000,6.5990
no inline arith,192,1,nqueens,interp,18674000,18.6740
no inline arith,192,1,nqueens,jit-on,4457000,4.4570
no inline arith,192,1,nqueens,jit-warm,3594000,3.5940
no inline arith,256,0,arith,interp,21546000,21.5460
no inline arith,256,0,arith,jit-on,8220000,8.2200
no inline arith,256,0,arith,jit-warm,7608000,7.6080
no inline arith,256,0,memmix,interp,19053000,19.0530
no inline arith,256,0,memmix,jit-on,4931000,4.9310
no inline arith,256,0,memmix,jit-warm,4356000,4.3560
no inline arith,256,0,calltree,interp,19246000,19.2460
no inline arith,256,0,calltree,jit-on,7471000,7.4710
no inline arith,256,0,calltree,jit-warm,7021000,7.0210
no inline arith,256,0,countloop,interp,21839000,21.8390
no inline arith,256,0,countloop,jit-on,6685000,6.6850
no inline arith,256,0,countloop,jit-warm,6294000,6.2940
no inline arith,256,0,nqueens,interp,18585000,18.5850
no inline arith,256,0,nqueens,jit-on,4342000,4.3420
no inline arith,256,0,nqueens,jit-warm,3471000,3.4710
no inline arith,256,1,arith,interp,21973000,21.9730
no inline arith,256,1,arith,jit-on,7954000,7.9540
no inline arith,256,1,arith,jit-warm,7345000,7.3450
no inline arith,256,1,memmix,interp,18515000,18.5150
no inline arith,256,1,memmix,jit-on,4961000,4.9610
no inline arith,256,1,memmix,jit-warm,4490000,4.4900
no inline arith,256,1,calltree,interp,19275000,19.2750
no inline arith,256,1,calltree,jit-on,7454000,7.4540
no inline arith,256,1,calltree,jit-warm,6959000,6.9590
no inline arith,256,1,countloop,interp,22254000,22.2540
no inline arith,256,1,countloop,jit-on,6680000,6.6800
no inline arith,256,1,countloop,jit-warm,6284000,6.2840
no inline arith,256,1,nqueens,interp,18901000,18.9010
no inline arith,256,1,nqueens,jit-on,4359000,4.3590
no inline arith,256,1,nqueens,jit-warm,3483000,3.4830
